version,mission_code,mission_name,start_date,end_date,mission_type,program,epoch,status,notes
1.159,THEMIS,THEMIS,2007-02-17,,magnetosphere,THEMIS,5,operational,"Five probes studying substorms; two redesignated ARTEMIS for lunar orbits"
1.160,KEPLER,Kepler Space Telescope,2009-03-07,2018-10-30,observatory,Kepler,5,complete,"Discovered 2600+ confirmed exoplanets; transit photometry; K2 extended mission"
1.161,LRO,Lunar Reconnaissance Orbiter,2009-06-18,,lunar-orbiter,LPRP,5,operational,"High-resolution lunar mapping; supports Artemis landing site selection; found water molecules"
1.162,LCROSS,LCROSS,2009-06-18,2009-10-09,lunar-impactor,LPRP,5,complete,"Impacted Cabeus crater at south pole; confirmed water ice in permanently shadowed crater"
1.163,WISE,WISE / NEOWISE,2009-12-14,,observatory,WISE,5,operational,"Wide-field Infrared Survey Explorer; all-sky infrared survey; reactivated as NEOWISE for asteroid hunting"
1.164,SDO,Solar Dynamics Observatory,2010-02-11,,heliophysics,LWS,5,operational,"Continuous high-resolution Sun observations; studies solar variability"
1.165,MSL,Curiosity / Mars Science Laboratory,2011-11-26,,mars-rover,MSL,5,operational,"Sky crane landing Gale Crater Aug 5 2012; found ancient habitable environment; 36+ km driven"
1.166,GRAIL,GRAIL (Ebb and Flow),2011-09-10,2012-12-17,lunar-orbiter,Discovery,5,complete,"Twin spacecraft mapped lunar gravity field in unprecedented detail"
1.167,NUSTAR,NuSTAR,2012-06-13,,observatory,SMEX,5,operational,"Nuclear Spectroscopic Telescope Array; first focusing high-energy X-ray telescope"
1.168,VAN-ALLEN-PROBES,Van Allen Probes (RBSP),2012-08-30,2019-10-18,magnetosphere,LWS,5,complete,"Twin probes studied Van Allen radiation belts; discovered third belt"
1.169,LADEE,LADEE,2013-09-06,2014-04-18,lunar-orbiter,LADEE,5,complete,"Studied thin lunar atmosphere and dust environment; laser communications demo"
1.170,MAVEN,MAVEN,2013-11-18,,mars-orbiter,Mars Scout,5,operational,"Mars atmospheric loss study; how Mars lost its atmosphere over time; communications relay"
1.171,OCO-2,Orbiting Carbon Observatory 2,2014-07-02,,earth-science,OCO,5,operational,"Measures atmospheric CO2 with high precision; climate monitoring"
1.172,OSIRIS-REX,OSIRIS-REx / OSIRIS-APEX,2016-09-08,,asteroid-sample-return,New Frontiers,5,operational,"Asteroid Bennu sample collected; returned to Earth Sep 24 2023; now en route to Apophis as OSIRIS-APEX"
1.173,TESS,TESS (Transiting Exoplanet Survey Satellite),2018-04-18,,observatory,TESS,5,operational,"All-sky exoplanet survey; discovered 7000+ planet candidates; successor to Kepler"
1.174,INSIGHT,InSight,2018-05-05,2022-12-21,mars-lander,Discovery,5,complete,"Mars interior structure; first seismometer on Mars; detected marsquakes; ended when solar panels dusty"
1.175,PARKER-SOLAR-PROBE,Parker Solar Probe,2018-08-12,,heliophysics,LWS,5,operational,"Closest spacecraft to Sun; 27+ perihelion passes; 430000 mph Dec 2024; corona observations"
1.176,ICESAT-2,ICESat-2,2018-09-15,,earth-science,ICESat,5,operational,"Laser altimeter measuring ice sheet elevation change; sea ice thickness; vegetation height"
1.177,DART,DART (Double Asteroid Redirection Test),2021-11-24,2022-09-26,asteroid-impactor,DART,5,complete,"First planetary defense test; impacted Dimorphos Sep 26 2022; changed orbit; proof of concept"
1.178,JWST,James Webb Space Telescope,2021-12-25,,observatory,JWST,5,operational,"L2 orbit; near/mid infrared; earliest galaxies; exoplanet atmospheres; protoplanetary disks; successor to Hubble"
1.179,MARS-2020,Perseverance / Ingenuity (Mars 2020),2020-07-30,,mars-rover-helicopter,Mars 2020,5,operational,"Landed Jezero Crater Feb 18 2021; sample cache for MSR; Ingenuity first powered Mars flight Apr 19 2021; 72 flights"
1.180,LUCY,Lucy,2021-10-16,,asteroid-flyby,Discovery,5,operational,"Will visit 1 main-belt and 7 Jupiter Trojan asteroids; Dinkinesh flyby Nov 2023; Donaldjohanson Apr 2025"
1.181,IXPE,IXPE (Imaging X-ray Polarimetry Explorer),2021-12-09,,observatory,SMEX,5,operational,"First X-ray polarimetry satellite; studies black holes neutron stars magnetars"
1.182,CAPSTONE,CAPSTONE,2022-06-28,,lunar-orbiter,CAPSTONE,6,operational,"CubeSat testing near-rectilinear halo orbit for Lunar Gateway"
1.183,ARTEMIS-1,Artemis I,2022-11-16,2022-12-11,uncrewed-lunar,Artemis,6,complete,"First SLS/Orion flight; 25.5-day uncrewed lunar flyby and distant retrograde orbit; 1.4M miles"
1.184,PSYCHE,Psyche,2023-10-13,,asteroid-orbiter,Discovery,5,enroute,"En route to metallic asteroid 16 Psyche; arrive Aug 2029; study exposed planetary core"
1.185,EUROPA-CLIPPER,Europa Clipper,2024-10-14,,outer-planet-orbiter,Europa Clipper,5,enroute,"En route to Jupiter; arrive 2030; 49 planned Europa flybys; study subsurface ocean habitability"
1.186,SPHEREX,SPHEREx,2025-03-12,,observatory,SPHEREx,5,operational,"All-sky spectral survey in near-infrared; map 450M galaxies; study inflation cosmic origins"
1.187,ESCAPADE,EscaPADE,2025-11-01,,mars-orbiter,EscaPADE,5,enroute,"Twin Mars orbiters studying solar wind interaction with Mars magnetosphere; arrive 2026"
1.188,IMAP,IMAP (Interstellar Mapping and Acceleration Probe),2025-09-24,,heliophysics,IMAP,5,operational,"L1 orbit; mapping heliosphere boundary; studying cosmic ray acceleration"
1.189,PUNCH,PUNCH (Polarimeter to Unify the Corona and Heliosphere),2025-03-12,,heliophysics,PUNCH,5,operational,"Four small satellites imaging solar wind as it leaves the corona"
1.190,ARTEMIS-2,Artemis II,2026-04-01,,crewed-lunar-flyby,Artemis,6,planned,"First crewed beyond-LEO since 1972; Wiseman Glover Koch Hansen; 10-day Moon flyby"
1.191,ARTEMIS-3,Artemis III,2027-01-01,,crewed-lunar-orbit,Artemis,6,planned,"LEO rendezvous tests with Starship HLS and Blue Moon; per Feb 2026 restructure no landing"
1.192,ARTEMIS-4,Artemis IV,2028-01-01,,crewed-lunar-landing,Artemis,6,planned,"First crewed lunar landing since Apollo 17 1972; lunar south pole region; per Feb 2026 restructure"
1.193,NANCY-GRACE-ROMAN,Nancy Grace Roman Space Telescope,2027-05-01,,observatory,Roman,5,future,"Wide-field infrared survey; dark energy; exoplanet direct imaging; coronagraph"
1.194,DRAGONFLY,Dragonfly,2028-07-01,,outer-planet-lander,New Frontiers,5,future,"Nuclear-powered rotorcraft on Titan; study prebiotic chemistry; arrive 2034"
1.195,NEO-SURVEYOR,NEO Surveyor,2028-01-01,,observatory,NEO Surveyor,5,future,"Space-based infrared telescope to catalog potentially hazardous near-Earth objects"
1.196,HWO,Habitable Worlds Observatory,2035-01-01,,observatory,HWO,5,future,"Next-gen flagship; directly image Earth-like exoplanets; study biosignatures; Astro2020 priority"
1.197,MARS-SAMPLE-RETURN,Mars Sample Return,2035-01-01,,mars-sample-return,MSR,5,future,"Retrieve Perseverance cached samples from Jezero Crater; return to Earth; architecture under review"
1.198,URANUS-ORBITER,Uranus Orbiter and Probe,2032-01-01,,outer-planet-orbiter,Uranus Flagship,5,future,"Astro2020 highest priority flagship; orbit Uranus study moons rings atmosphere; first dedicated Uranus mission"
1.199,ENCELADUS-ORBILANDER,Enceladus Orbilander,2038-01-01,,outer-planet-lander,Enceladus,5,future,"Orbit then land on Enceladus; sample plume material; search for biosignatures in subsurface ocean"
1.200,LUNAR-GATEWAY,Lunar Gateway,2028-01-01,,space-station,Artemis,6,future,"Small lunar orbital station; PPE and HALO modules; international crew habitat for Artemis surface missions"
1.201,X-15,X-15 Research Program,1959-06-08,1968-10-24,experimental-aircraft,X-15,1,complete,199 flights; Mach 6.7; 354200 ft altitude; 12 pilots; edge of space research; joint NASA/USAF/USN
1.202,LJ-1,Little Joe 1,1959-08-21,1959-08-21,abort-test,Mercury,1,partial,Mercury launch escape system test; premature ignition before liftoff
1.203,BJ-1,Big Joe 1,1959-09-09,1959-09-09,abort-test,Mercury,1,complete,First Atlas-capsule test; validated heat shield for Mercury reentry
1.204,LJ-1A,Little Joe 1A,1959-11-04,1959-11-04,abort-test,Mercury,1,complete,Max-Q abort test with rhesus monkey Sam; successful escape
1.205,LJ-2,Little Joe 2,1959-12-04,1959-12-04,abort-test,Mercury,1,complete,High-altitude abort test with rhesus monkey Miss Sam
1.206,MA-1,Mercury-Atlas 1,1960-07-29,1960-07-29,test-flight,Mercury,1,failed,Atlas-capsule test; Atlas destroyed 58 seconds after launch
1.207,LJ-5,Little Joe 5,1960-11-08,1960-11-08,abort-test,Mercury,1,complete,Mercury escape system qualification flight
1.208,MR-1A,Mercury-Redstone 1A,1960-12-19,1960-12-19,test-flight,Mercury,1,complete,Successful repeat of MR-1 after four-inch flight failure
1.209,MA-2,Mercury-Atlas 2,1961-02-21,1961-02-21,test-flight,Mercury,1,complete,Successful suborbital test of Mercury capsule heat shield on Atlas
1.210,LJ-5A,Little Joe 5A,1961-03-18,1961-03-18,abort-test,Mercury,1,complete,Final Little Joe qualification flight for Mercury escape system
1.211,MR-BD,Mercury-Redstone BD,1961-03-24,1961-03-24,test-flight,Mercury,1,complete,Booster Development flight; extra Redstone qualification before crewed flights
1.212,MA-3,Mercury-Atlas 3,1961-04-25,1961-04-25,test-flight,Mercury,1,failed,Atlas guidance failure; abort system saved capsule; robot astronaut aboard
1.213,EXPLORER-11,Explorer 11,1961-04-27,1961-11-17,observatory,Explorer,1,complete,First gamma-ray astronomy satellite; detected 22 cosmic gamma rays
1.214,LJ-5B,Little Joe 5B,1961-04-28,1961-04-28,abort-test,Mercury,1,complete,Final Little Joe flight; completed Mercury abort system qualification
1.215,TIROS-3,TIROS-3,1961-07-12,1962-02-28,earth-science,TIROS,1,complete,First satellite to detect a hurricane from space (Hurricane Esther)
1.216,MA-4,Mercury-Atlas 4,1961-09-13,1961-09-13,test-flight,Mercury,1,complete,First uncrewed Mercury orbital flight; 1 orbit with crewman simulator
1.217,OSO-1,OSO-1,1962-03-07,1964-08-06,solar-observatory,OSO,1,complete,First Orbiting Solar Observatory; studied solar flares and UV/X-ray emissions
1.218,EXPLORER-17,Explorer 17 (AE-A),1963-04-03,1963-07-10,earth-science,Explorer,1,complete,First Atmosphere Explorer; measured density composition and temperature of upper atmosphere
1.219,TIROS-7,TIROS-7,1963-06-19,1968-06-03,earth-science,TIROS,1,complete,Longest-operating TIROS; 1809 days of weather data
1.220,EXPLORER-18,Explorer 18 (IMP-1),1963-11-27,1965-05-10,interplanetary,Explorer/IMP,1,complete,First Interplanetary Monitoring Platform; measured solar wind magnetic fields and radiation
1.221,GEMINI-1,Gemini 1,1964-04-08,1964-04-12,test-flight,Gemini,1,complete,First Gemini-Titan II launch; uncrewed structural test; spacecraft left attached to second stage; no recovery
1.222,NIMBUS-1,Nimbus 1,1964-08-28,1964-09-22,earth-science,Nimbus,1,complete,First advanced weather R&D satellite; AVCS and HRIR instruments; operated 26 days
1.223,GEMINI-2,Gemini 2,1965-01-19,1965-01-19,test-flight,Gemini,1,complete,Uncrewed suborbital test; heat shield and systems validation; last uncrewed Gemini
1.224,TIROS-9,TIROS-9,1965-01-22,1967-02-15,earth-science,TIROS,1,complete,First global weather coverage from Sun-synchronous orbit
1.225,OSO-2,OSO-2,1965-02-03,1965-11-08,solar-observatory,OSO,1,complete,Solar UV and X-ray observations during solar minimum
1.226,PEGASUS-1,Pegasus 1,1965-02-16,1968-09-01,technology,Pegasus,1,complete,96-ft wing panels measuring micrometeorite flux; launched by Saturn I; confirmed Apollo hull safe
1.227,PEGASUS-2,Pegasus 2,1965-05-25,1968-08-01,technology,Pegasus,1,complete,Second micrometeorite survey satellite; Saturn I launch
1.228,TIROS-10,TIROS-10,1965-07-02,1967-07-31,earth-science,TIROS,1,complete,Final original TIROS series satellite; completed pioneering weather observation program
1.229,PEGASUS-3,Pegasus 3,1965-07-30,1968-08-01,technology,Pegasus,1,complete,Third and final Pegasus; confirmed Apollo hull design adequate against micrometeorites
1.230,OAO-1,OAO-1,1966-04-08,1966-04-10,observatory,OAO,1,failed,First Orbiting Astronomical Observatory; power failure after 2 days ended mission
1.231,ATS-1,ATS-1,1966-12-07,1985-01-01,technology-comms,ATS,1,complete,First geostationary weather imaging; first Pacific communications relay; 18 years operation
1.232,OSO-3,OSO-3,1967-03-08,1969-11-10,solar-observatory,OSO,1,complete,First satellite gamma-ray detection of the Sun
1.233,OSO-4,OSO-4,1967-10-18,1969-11-10,solar-observatory,OSO,2,complete,EUV and X-ray spectroheliograph; Harvard College Observatory instruments
1.234,ATS-3,ATS-3,1967-11-05,2001-01-01,technology-comms,ATS,2,complete,First color photograph of full Earth disc from geostationary orbit
1.235,EXPLORER-38,Explorer 38 (RAE-1),1968-07-04,1977-06-01,observatory,Explorer,2,complete,Radio Astronomy Explorer; first low-frequency radio sky survey from Earth orbit
1.236,OAO-2,OAO-2 Stargazer,1968-12-07,1973-02-13,observatory,OAO,2,complete,First successful UV space observatory; 4+ years of stellar observations
1.237,OSO-5,OSO-5,1969-01-22,1975-07-01,solar-observatory,OSO,2,complete,Hard X-ray burst observations during active Sun period
1.238,NIMBUS-3,Nimbus 3,1969-04-14,1972-01-22,earth-science,Nimbus,2,complete,First satellite infrared temperature profiles of atmosphere; IRIS spectrometer
1.239,OSO-6,OSO-6,1969-08-09,1972-01-01,solar-observatory,OSO,2,complete,UV spectrometer and X-ray telescope; observed solar flares
1.240,PIONEER-E,Pioneer E,1969-08-27,1969-08-27,heliophysics,Pioneer,2,failed,Solar monitoring probe; Delta launch failure destroyed spacecraft
1.241,OAO-B,OAO-B,1970-11-30,1970-11-30,observatory,OAO,2,failed,Payload fairing failed to separate; spacecraft never reached orbit
1.242,EXPLORER-42,Explorer 42 (Uhuru/SAS-1),1970-12-12,1973-03-01,observatory,Explorer,2,complete,First dedicated X-ray astronomy satellite; cataloged 339 X-ray sources; enabled Nobel Prize discoveries
1.243,OSO-7,OSO-7,1971-09-29,1974-07-09,solar-observatory,OSO,3,complete,First space-based white-light coronagraph; first observation of a CME from space
1.244,LANDSAT-1,Landsat 1 (ERTS-1),1972-07-23,1978-01-06,earth-observation,Landsat,3,complete,First civilian Earth observation satellite; MSS revolutionized land use monitoring and agriculture
1.245,OAO-3,OAO-3 Copernicus,1972-08-21,1981-02-01,observatory,OAO,3,complete,High-resolution UV spectroscopy; studied interstellar medium; operated 9 years; Princeton telescope
1.246,EXPLORER-48,Explorer 48 (SAS-2),1972-11-15,1973-06-08,observatory,Explorer,3,complete,Second Small Astronomy Satellite; first gamma-ray sky survey; mapped galactic plane emission
1.247,EXPLORER-49,Explorer 49 (RAE-2),1973-06-10,1977-06-01,observatory,Explorer,3,complete,Lunar-orbiting Radio Astronomy Explorer; low-frequency radio observations shielded from Earth
1.248,EXPLORER-50,Explorer 50 (IMP-8),1973-10-26,2006-10-28,interplanetary,Explorer/IMP,3,complete,Longest-operating IMP; 33 years of solar wind magnetic field and cosmic ray data
1.249,SMS-1,SMS-1,1974-05-17,1981-01-01,earth-science,GOES,3,complete,First Synchronous Meteorological Satellite; proved geostationary weather imaging concept
1.250,ATS-6,ATS-6,1974-05-30,1979-08-01,technology-comms,ATS,3,complete,Most powerful communications satellite of its era; pioneered direct broadcast TV from space
1.251,LANDSAT-2,Landsat 2,1975-01-22,1982-07-27,earth-observation,Landsat,3,complete,Continued global land imaging with MSS; 7 years of data
1.252,EXPLORER-53,Explorer 53 (SAS-3),1975-05-07,1979-04-09,observatory,Explorer,3,complete,Third Small Astronomy Satellite; precise X-ray source positions and spectra
1.253,OSO-8,OSO-8,1975-06-21,1978-10-01,solar-observatory,OSO,3,complete,Final Orbiting Solar Observatory; high-resolution UV and X-ray solar studies
1.254,GOES-1,GOES-1,1975-10-16,1985-03-01,earth-science,GOES,3,complete,First operational GOES; geostationary weather imaging of Western Hemisphere
1.255,LANDSAT-3,Landsat 3,1978-03-05,1983-09-07,earth-observation,Landsat,3,complete,Added thermal infrared band; first Return Beam Vidicon on Landsat
1.256,NIMBUS-7,Nimbus 7,1978-10-24,1994-01-01,earth-science,Nimbus,3,complete,TOMS instrument discovered Antarctic ozone hole; CZCS pioneered ocean color remote sensing; 16 years
1.257,LANDSAT-4,Landsat 4,1982-07-16,1993-12-14,earth-observation,Landsat,4,complete,First Thematic Mapper instrument; 7-band multispectral imaging at 30m resolution
1.258,TDRS-1,TDRS-1,1983-04-04,2010-06-27,data-relay,TDRS,4,complete,First Tracking and Data Relay Satellite; deployed by STS-6; IUS failure required creative orbit raising; 27 years of service
1.259,STS-9,STS-9 Columbia,1983-11-28,1983-12-08,crewed-science,Space Shuttle/ISS,4,complete,First Spacelab mission; first 6-person crew; first non-US astronaut on Shuttle (Ulf Merbold ESA); Young's 6th and final spaceflight
1.260,SPACELAB-1,Spacelab 1,1983-11-28,1983-12-08,crewed-science,Spacelab,4,complete,First Spacelab module flight on STS-9; 73 experiments; first ESA astronaut on Shuttle (Ulf Merbold); joint NASA/ESA
1.261,LANDSAT-5,Landsat 5,1984-03-01,2013-06-05,earth-observation,Landsat,4,complete,Guinness World Record: 29 years of operation; longest-operating Earth observation satellite
1.262,LDEF,LDEF (Long Duration Exposure Facility),1984-04-06,1990-01-12,technology,LDEF,4,complete,Deployed by STS-41-C; retrieved by STS-32 after 5.7 years; 57 experiments exposed to space environment
1.263,STS-41-G,STS-41-G Challenger,1984-10-05,1984-10-13,crewed-satellite-deploy,Space Shuttle/ISS,4,complete,First 7-person crew; first mission with two women (Ride & Sullivan); first American woman EVA (Kathryn Sullivan); first Canadian in space (Marc Garneau)
1.264,ERBS,ERBS (Earth Radiation Budget Satellite),1984-10-05,2005-10-01,earth-science,ERBS,4,complete,Deployed from STS-41-G by Sally Ride; measured Earth radiation budget and stratospheric aerosols for 21 years
1.265,STS-51-C,STS-51-C Discovery,1985-01-24,1985-01-27,crewed-classified,Space Shuttle/ISS,4,complete,First dedicated DoD mission; classified payload; shortest Discovery mission
1.266,STS-51-D,STS-51-D Discovery,1985-04-12,1985-04-19,crewed-satellite-deploy,Space Shuttle,4,complete,Syncom IV-3 (Leasat) failed to activate after deploy; unscheduled EVA to attempt repair (unsuccessful); first sitting US Senator in space (Jake Garn)
1.267,STS-51-B,STS-51-B Challenger,1985-04-29,1985-05-06,crewed-science,Space Shuttle/ISS,4,complete,Second dedicated Spacelab mission; materials science and fluid physics experiments; carried two squirrel monkeys and 24 rats
1.268,STS-51-G,STS-51-G Discovery,1985-06-17,1985-06-24,crewed-satellite-deploy,Space Shuttle,4,complete,First Arab astronaut (Sultan bin Salman); first French astronaut on Shuttle (Patrick Baudry); deployed 3 commsats; SDI High Precision Tracking Experiment
1.269,STS-51-F,STS-51-F Challenger,1985-07-29,1985-08-06,crewed-science,Space Shuttle,4,complete,Abort to Orbit (ATO) — first in-flight engine shutdown and only ATO in Shuttle history; Spacelab 2 solar/stellar astronomy
1.270,STS-51-I,STS-51-I Discovery,1985-08-27,1985-09-03,crewed-satellite-deploy,Space Shuttle,4,complete,Deployed 3 communications satellites; repaired Syncom IV-3 (Leasat) during EVA that STS-51-D could not fix
1.271,STS-51-J,STS-51-J Atlantis,1985-10-03,1985-10-07,crewed-classified,Space Shuttle/ISS,4,complete,Atlantis maiden flight; second dedicated DoD mission; deployed two DSCS-III satellites
1.272,STS-61-A,STS-61-A Challenger,1985-10-30,1985-11-06,crewed-science,Space Shuttle/ISS,4,complete,Largest crew ever launched (8 people); first ESA-managed Spacelab mission; German D-1 Spacelab; Challenger's final successful mission
1.273,STS-61-B,STS-61-B Atlantis,1985-11-26,1985-12-03,crewed-satellite-deploy,Space Shuttle,4,complete,First Mexican-American in space (Rodolfo Neri Vela); deployed 3 commsats; EASE/ACCESS construction experiments
1.274,STS-61-C,STS-61-C Columbia,1986-01-12,1986-01-18,crewed-satellite-deploy,Space Shuttle/ISS,4,complete,Last successful mission before Challenger disaster; first sitting US Congressman in space (Bill Nelson); future NASA Administrator Charles Bolden was pilot
1.275,STS-26,STS-26 Discovery,1988-09-29,1988-10-03,crewed-satellite-deploy,Space Shuttle,4,complete,Return to Flight after Challenger disaster (32-month stand-down); deployed TDRS-C successfully
1.276,STS-27,STS-27 Atlantis,1988-12-02,1988-12-06,crewed-classified,Space Shuttle/ISS,4,complete,Classified DoD mission; severe TPS tile damage discovered post-flight (over 700 tiles damaged); nearly catastrophic reentry
1.277,STS-29,STS-29 Discovery,1989-03-13,1989-03-18,crewed-satellite-deploy,Space Shuttle,4,complete,Deployed TDRS-D; IMAX camera experiments
1.278,STS-28,STS-28 Columbia,1989-08-08,1989-08-13,crewed-classified,Space Shuttle/ISS,4,complete,Classified DoD mission; deployed SDS-2 intelligence relay satellite
1.279,STS-33,STS-33 Discovery,1989-11-22,1989-11-27,crewed-classified,Space Shuttle/ISS,4,complete,Classified DoD mission; fifth night launch
1.280,STS-32,STS-32 Columbia,1990-01-09,1990-01-20,crewed-satellite-deploy,Space Shuttle/ISS,4,complete,Retrieved LDEF (deployed on STS-41-C in 1984 after 5.7 years in orbit); longest mission to date at time
1.281,STS-36,STS-36 Atlantis,1990-02-28,1990-03-04,crewed-classified,Space Shuttle/ISS,4,complete,Classified DoD mission; highest inclination (62 deg) Shuttle mission from KSC
1.282,STS-38,STS-38 Atlantis,1990-11-15,1990-11-20,crewed-classified,Space Shuttle/ISS,4,complete,Classified DoD mission
1.283,STS-35,STS-35 Columbia,1990-12-02,1990-12-10,crewed-science,Space Shuttle,4,complete,ASTRO-1 ultraviolet astronomy telescopes; multiple delays before launch; Broad Band X-Ray Telescope and Hopkins Ultraviolet Telescope
1.284,STS-39,STS-39 Discovery,1991-04-28,1991-05-06,crewed-science,Space Shuttle/ISS,4,complete,Unclassified DoD mission; infrared and ultraviolet background measurements for SDI; largest unclassified DoD payload
1.285,STS-40,STS-40 Columbia,1991-06-05,1991-06-14,crewed-science,Space Shuttle/ISS,4,complete,First dedicated Spacelab Life Sciences mission; extensive human physiology research; last Columbia flight to land at Edwards AFB
1.286,STS-43,STS-43 Atlantis,1991-08-02,1991-08-11,crewed-satellite-deploy,Space Shuttle,4,complete,Deployed TDRS-E; 5th TDRS satellite
1.287,STS-44,STS-44 Atlantis,1991-11-24,1991-12-01,crewed-science,Space Shuttle/ISS,4,complete,Deployed DSP early-warning satellite; mission shortened by 3 days due to IMU failure; carried military Terra Scout experiment
1.288,STS-42,STS-42 Discovery,1992-01-22,1992-01-30,crewed-science,Space Shuttle,4,complete,First International Microgravity Laboratory; first Canadian woman in space (Roberta Bondar); 55 experiments from 16 countries
1.289,STS-45,STS-45 Atlantis,1992-03-24,1992-04-02,crewed-science,Space Shuttle/ISS,4,complete,First ATLAS mission; 12 instruments studying atmospheric science and solar observations; first Belgian astronaut (Dirk Frimout)
1.290,STS-49,STS-49 Endeavour,1992-05-07,1992-05-16,crewed-satellite-servicing,Space Shuttle/ISS,4,complete,Endeavour's maiden flight; first 3-person EVA; captured and repaired Intelsat 603; longest EVA to date (8h 29m); first 4 EVAs on single mission
1.291,EUVE,Extreme Ultraviolet Explorer (EUVE),1992-06-07,2001-01-31,observatory,Explorer,4,complete,First all-sky extreme UV survey; discovered EUV emission from 801 celestial sources
1.292,STS-50,STS-50 Columbia,1992-06-25,1992-07-09,crewed-science,Space Shuttle/ISS,4,complete,First US Microgravity Laboratory; first Extended Duration Orbiter (EDO) pallet; longest Columbia mission at time
1.293,SAMPEX,SAMPEX,1992-07-03,2004-06-30,magnetosphere,Explorer/SMEX,4,complete,First Small Explorer; Solar Anomalous and Magnetospheric Particle Explorer; studied cosmic rays
1.294,STS-46,STS-46 Atlantis,1992-07-31,1992-08-08,crewed-satellite-deploy,Space Shuttle/ISS,4,complete,First Tethered Satellite System test (tether jammed at 840 ft of planned 12.5 mi); deployed ESA EURECA retrievable carrier; first Italian/Swiss crew
1.295,TOPEX-POSEIDON,TOPEX/Poseidon,1992-08-10,2006-01-18,earth-science,TOPEX,4,complete,Revolutionary ocean topography mission; joint NASA/CNES; defined modern ocean altimetry; 13 years
1.296,STS-47,STS-47 Endeavour,1992-09-12,1992-09-20,crewed-science,Space Shuttle/ISS,4,complete,First Japanese Spacelab mission; first African-American woman in space (Mae Jemison); first married couple in space (Lee and Davis)
1.297,STS-52,STS-52 Columbia,1992-10-22,1992-11-01,crewed-satellite-deploy,Space Shuttle,4,complete,Deployed LAGEOS II geodetic satellite (NASA/ASI); USMP-1 microgravity experiments
1.298,STS-53,STS-53 Discovery,1992-12-02,1992-12-09,crewed-classified,Space Shuttle/ISS,4,complete,Last dedicated DoD Shuttle mission; last classified Shuttle payload
1.299,STS-54,STS-54 Endeavour,1993-01-13,1993-01-19,crewed-satellite-deploy,Space Shuttle,4,complete,Deployed TDRS-F; DXS (Diffuse X-ray Spectrometer) experiment; EVA test of assembly techniques
1.300,STS-56,STS-56 Discovery,1993-04-08,1993-04-17,crewed-science,Space Shuttle/ISS,4,complete,Second ATLAS atmospheric science mission; free-flying SPARTAN-201 solar observatory
1.301,STS-55,STS-55 Columbia,1993-04-26,1993-05-06,crewed-science,Space Shuttle/ISS,4,complete,Second German Spacelab mission; nearly 90 experiments in materials/life science; longest Columbia mission to that point
1.302,STS-57,STS-57 Endeavour,1993-06-21,1993-06-30,crewed-satellite-retrieval,Space Shuttle,4,complete,First SPACEHAB commercial module flight; retrieved ESA EURECA (deployed on STS-46)
1.303,STS-51,STS-51 Discovery,1993-09-12,1993-09-22,crewed-satellite-deploy,Space Shuttle,4,complete,Deployed ACTS advanced comms satellite; first EVA to test HST repair tools (for STS-61); ORFEUS-SPAS astronomy
1.304,LANDSAT-6,Landsat 6,1993-10-05,1993-10-05,earth-observation,Landsat,4,failed,Failed to achieve orbit; did not separate from Titan II launch vehicle
1.305,STS-58,STS-58 Columbia,1993-10-18,1993-11-01,crewed-science,Space Shuttle/ISS,4,complete,Second dedicated life sciences Spacelab; longest Shuttle mission at that time; 14 experiments on human adaptation to microgravity
1.306,STS-60,STS-60 Discovery,1994-02-03,1994-02-11,crewed-science,Space Shuttle,4,complete,First Russian cosmonaut on Shuttle (Sergei Krikalev); beginning of US-Russian cooperation
1.307,STS-62,STS-62 Columbia,1994-03-04,1994-03-18,crewed-science,Space Shuttle/ISS,4,complete,Microgravity and technology experiments; longest Columbia mission to date
1.308,STS-59,STS-59 Endeavour,1994-04-09,1994-04-20,crewed-science,Space Shuttle/ISS,4,complete,First Space Radar Laboratory mission; three imaging radars mapped Earth's surface and environment
1.309,GOES-8,GOES-8,1994-04-13,2004-05-05,earth-science,GOES,4,complete,First second-generation GOES with separate imager and sounder instruments
1.310,STS-65,STS-65 Columbia,1994-07-08,1994-07-23,crewed-science,Space Shuttle/ISS,4,complete,Second International Microgravity Laboratory; first Japanese woman in space (Chiaki Mukai); longest Shuttle mission at time; 82 experiments
1.311,STS-64,STS-64 Discovery,1994-09-09,1994-09-20,crewed-science,Space Shuttle,4,complete,First test of SAFER (jet backpack for EVA rescue); LITE first space-based lidar system; SPARTAN solar wind studies
1.312,STS-68,STS-68 Endeavour,1994-09-30,1994-10-11,crewed-science,Space Shuttle/ISS,4,complete,Second Space Radar Lab mission; mapped Earth again for comparison with SRL-1 seasonal changes
1.313,STS-66,STS-66 Atlantis,1994-11-03,1994-11-14,crewed-science,Space Shuttle/ISS,4,complete,Third ATLAS atmospheric science mission; studied middle atmosphere chemistry; CRISTA infrared observations
1.314,STS-67,STS-67 Endeavour,1995-03-02,1995-03-18,crewed-science,Space Shuttle/ISS,4,complete,ASTRO-2 ultraviolet astronomy; longest Shuttle mission at time (16 days); 3 UV telescopes observed 300+ celestial objects
1.315,STS-70,STS-70 Discovery,1995-07-13,1995-07-22,crewed-satellite-deploy,Space Shuttle,4,complete,Deployed TDRS-G (7th and final first-generation TDRS); woodpecker delayed launch by damaging ET foam
