version,mission_code,mission_name,start_date,end_date,mission_type,program,epoch,status,notes
1.159,THEMIS,THEMIS,2007-02-17,,magnetosphere,THEMIS,5,operational,"Five probes studying substorms; two redesignated ARTEMIS for lunar orbits"
1.160,KEPLER,Kepler Space Telescope,2009-03-07,2018-10-30,observatory,Kepler,5,complete,"Discovered 2600+ confirmed exoplanets; transit photometry; K2 extended mission"
1.161,LRO,Lunar Reconnaissance Orbiter,2009-06-18,,lunar-orbiter,LPRP,5,operational,"High-resolution lunar mapping; supports Artemis landing site selection; found water molecules"
1.162,LCROSS,LCROSS,2009-06-18,2009-10-09,lunar-impactor,LPRP,5,complete,"Impacted Cabeus crater at south pole; confirmed water ice in permanently shadowed crater"
1.163,WISE,WISE / NEOWISE,2009-12-14,,observatory,WISE,5,operational,"Wide-field Infrared Survey Explorer; all-sky infrared survey; reactivated as NEOWISE for asteroid hunting"
1.164,SDO,Solar Dynamics Observatory,2010-02-11,,heliophysics,LWS,5,operational,"Continuous high-resolution Sun observations; studies solar variability"
1.165,MSL,Curiosity / Mars Science Laboratory,2011-11-26,,mars-rover,MSL,5,operational,"Sky crane landing Gale Crater Aug 5 2012; found ancient habitable environment; 36+ km driven"
1.166,GRAIL,GRAIL (Ebb and Flow),2011-09-10,2012-12-17,lunar-orbiter,Discovery,5,complete,"Twin spacecraft mapped lunar gravity field in unprecedented detail"
1.167,NUSTAR,NuSTAR,2012-06-13,,observatory,SMEX,5,operational,"Nuclear Spectroscopic Telescope Array; first focusing high-energy X-ray telescope"
1.168,VAN-ALLEN-PROBES,Van Allen Probes (RBSP),2012-08-30,2019-10-18,magnetosphere,LWS,5,complete,"Twin probes studied Van Allen radiation belts; discovered third belt"
1.169,LADEE,LADEE,2013-09-06,2014-04-18,lunar-orbiter,LADEE,5,complete,"Studied thin lunar atmosphere and dust environment; laser communications demo"
1.170,MAVEN,MAVEN,2013-11-18,,mars-orbiter,Mars Scout,5,operational,"Mars atmospheric loss study; how Mars lost its atmosphere over time; communications relay"
1.171,OCO-2,Orbiting Carbon Observatory 2,2014-07-02,,earth-science,OCO,5,operational,"Measures atmospheric CO2 with high precision; climate monitoring"
1.172,OSIRIS-REX,OSIRIS-REx / OSIRIS-APEX,2016-09-08,,asteroid-sample-return,New Frontiers,5,operational,"Asteroid Bennu sample collected; returned to Earth Sep 24 2023; now en route to Apophis as OSIRIS-APEX"
1.173,TESS,TESS (Transiting Exoplanet Survey Satellite),2018-04-18,,observatory,TESS,5,operational,"All-sky exoplanet survey; discovered 7000+ planet candidates; successor to Kepler"
1.174,INSIGHT,InSight,2018-05-05,2022-12-21,mars-lander,Discovery,5,complete,"Mars interior structure; first seismometer on Mars; detected marsquakes; ended when solar panels dusty"
1.175,PARKER-SOLAR-PROBE,Parker Solar Probe,2018-08-12,,heliophysics,LWS,5,operational,"Closest spacecraft to Sun; 27+ perihelion passes; 430000 mph Dec 2024; corona observations"
1.176,ICESAT-2,ICESat-2,2018-09-15,,earth-science,ICESat,5,operational,"Laser altimeter measuring ice sheet elevation change; sea ice thickness; vegetation height"
1.177,DART,DART (Double Asteroid Redirection Test),2021-11-24,2022-09-26,asteroid-impactor,DART,5,complete,"First planetary defense test; impacted Dimorphos Sep 26 2022; changed orbit; proof of concept"
1.178,JWST,James Webb Space Telescope,2021-12-25,,observatory,JWST,5,operational,"L2 orbit; near/mid infrared; earliest galaxies; exoplanet atmospheres; protoplanetary disks; successor to Hubble"
1.179,MARS-2020,Perseverance / Ingenuity (Mars 2020),2020-07-30,,mars-rover-helicopter,Mars 2020,5,operational,"Landed Jezero Crater Feb 18 2021; sample cache for MSR; Ingenuity first powered Mars flight Apr 19 2021; 72 flights"
1.180,LUCY,Lucy,2021-10-16,,asteroid-flyby,Discovery,5,operational,"Will visit 1 main-belt and 7 Jupiter Trojan asteroids; Dinkinesh flyby Nov 2023; Donaldjohanson Apr 2025"
1.181,IXPE,IXPE (Imaging X-ray Polarimetry Explorer),2021-12-09,,observatory,SMEX,5,operational,"First X-ray polarimetry satellite; studies black holes neutron stars magnetars"
1.182,CAPSTONE,CAPSTONE,2022-06-28,,lunar-orbiter,CAPSTONE,6,operational,"CubeSat testing near-rectilinear halo orbit for Lunar Gateway"
1.183,ARTEMIS-1,Artemis I,2022-11-16,2022-12-11,uncrewed-lunar,Artemis,6,complete,"First SLS/Orion flight; 25.5-day uncrewed lunar flyby and distant retrograde orbit; 1.4M miles"
1.184,PSYCHE,Psyche,2023-10-13,,asteroid-orbiter,Discovery,5,enroute,"En route to metallic asteroid 16 Psyche; arrive Aug 2029; study exposed planetary core"
1.185,EUROPA-CLIPPER,Europa Clipper,2024-10-14,,outer-planet-orbiter,Europa Clipper,5,enroute,"En route to Jupiter; arrive 2030; 49 planned Europa flybys; study subsurface ocean habitability"
1.186,SPHEREX,SPHEREx,2025-03-12,,observatory,SPHEREx,5,operational,"All-sky spectral survey in near-infrared; map 450M galaxies; study inflation cosmic origins"
1.187,ESCAPADE,EscaPADE,2025-11-01,,mars-orbiter,EscaPADE,5,enroute,"Twin Mars orbiters studying solar wind interaction with Mars magnetosphere; arrive 2026"
1.188,IMAP,IMAP (Interstellar Mapping and Acceleration Probe),2025-09-24,,heliophysics,IMAP,5,operational,"L1 orbit; mapping heliosphere boundary; studying cosmic ray acceleration"
1.189,PUNCH,PUNCH (Polarimeter to Unify the Corona and Heliosphere),2025-03-12,,heliophysics,PUNCH,5,operational,"Four small satellites imaging solar wind as it leaves the corona"
1.190,ARTEMIS-2,Artemis II,2026-04-01,,crewed-lunar-flyby,Artemis,6,planned,"First crewed beyond-LEO since 1972; Wiseman Glover Koch Hansen; 10-day Moon flyby"
1.191,ARTEMIS-3,Artemis III,2027-01-01,,crewed-lunar-orbit,Artemis,6,planned,"LEO rendezvous tests with Starship HLS and Blue Moon; per Feb 2026 restructure no landing"
1.192,ARTEMIS-4,Artemis IV,2028-01-01,,crewed-lunar-landing,Artemis,6,planned,"First crewed lunar landing since Apollo 17 1972; lunar south pole region; per Feb 2026 restructure"
1.193,NANCY-GRACE-ROMAN,Nancy Grace Roman Space Telescope,2027-05-01,,observatory,Roman,5,future,"Wide-field infrared survey; dark energy; exoplanet direct imaging; coronagraph"
1.194,DRAGONFLY,Dragonfly,2028-07-01,,outer-planet-lander,New Frontiers,5,future,"Nuclear-powered rotorcraft on Titan; study prebiotic chemistry; arrive 2034"
1.195,NEO-SURVEYOR,NEO Surveyor,2028-01-01,,observatory,NEO Surveyor,5,future,"Space-based infrared telescope to catalog potentially hazardous near-Earth objects"
1.196,HWO,Habitable Worlds Observatory,2035-01-01,,observatory,HWO,5,future,"Next-gen flagship; directly image Earth-like exoplanets; study biosignatures; Astro2020 priority"
1.197,MARS-SAMPLE-RETURN,Mars Sample Return,2035-01-01,,mars-sample-return,MSR,5,future,"Retrieve Perseverance cached samples from Jezero Crater; return to Earth; architecture under review"
1.198,URANUS-ORBITER,Uranus Orbiter and Probe,2032-01-01,,outer-planet-orbiter,Uranus Flagship,5,future,"Astro2020 highest priority flagship; orbit Uranus study moons rings atmosphere; first dedicated Uranus mission"
1.199,ENCELADUS-ORBILANDER,Enceladus Orbilander,2038-01-01,,outer-planet-lander,Enceladus,5,future,"Orbit then land on Enceladus; sample plume material; search for biosignatures in subsurface ocean"
1.200,LUNAR-GATEWAY,Lunar Gateway,2028-01-01,,space-station,Artemis,6,future,"Small lunar orbital station; PPE and HALO modules; international crew habitat for Artemis surface missions"
